model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
Qwen/Qwen3-4B,23,0,10.0,minus,clean,81,14,Yes,4.5,2.25,-2.25,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,3,94,No,-6.71875,-8.703125,-1.984375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,35,31,Yes,4.421875,2.265625,-2.15625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,28,17,Yes,4.703125,2.359375,-2.34375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,94,13,Yes,4.625,2.234375,-2.390625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,86,94,No,-6.109375,-8.46875,-2.359375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,69,11,Yes,4.515625,2.1875,-2.328125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,75,54,Yes,4.140625,1.953125,-2.1875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,4,3,Yes,5.125,2.53125,-2.59375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,11,27,No,-4.9375,-7.84375,-2.90625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,29,64,No,-5.21875,-8.28125,-3.0625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,77,3,Yes,4.140625,0.73486328125,-3.40576171875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,71,25,Yes,4.375,2.375,-2.0,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,91,83,Yes,4.03125,1.796875,-2.234375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,89,69,Yes,4.3125,2.046875,-2.265625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,53,28,Yes,4.671875,2.640625,-2.03125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,57,75,No,-5.734375,-8.15625,-2.421875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,35,0,Yes,4.734375,1.6552734375,-3.0791015625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,97,20,Yes,4.40625,1.9365234375,-2.4697265625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,89,54,Yes,4.78125,2.71875,-2.0625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,43,35,Yes,4.53125,2.34375,-2.1875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,19,27,No,-5.15625,-8.046875,-2.890625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,97,43,Yes,4.640625,2.625,-2.015625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,13,11,Yes,4.546875,2.265625,-2.28125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,48,12,Yes,4.9375,2.640625,-2.296875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,45,44,Yes,4.609375,2.28125,-2.328125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,77,33,Yes,3.796875,1.34375,-2.453125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,5,93,No,-6.1875,-8.390625,-2.203125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,58,68,No,-5.65625,-8.28125,-2.625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,15,48,No,-5.21875,-7.828125,-2.609375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,10,70,No,-5.4375,-7.9375,-2.5,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,37,80,No,-4.96875,-8.015625,-3.046875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,79,46,Yes,4.4375,2.234375,-2.203125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,73,24,Yes,4.453125,2.375,-2.078125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,90,8,Yes,4.015625,1.0,-3.015625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,5,84,No,-6.3125,-8.515625,-2.203125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,29,98,No,-5.296875,-7.78125,-2.484375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,37,10,Yes,5.25,2.78125,-2.46875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,29,12,Yes,5.171875,2.953125,-2.21875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,48,35,Yes,4.5625,2.28125,-2.28125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,58,81,No,-5.359375,-8.09375,-2.734375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,46,20,Yes,4.890625,2.609375,-2.28125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,47,45,Yes,4.828125,2.484375,-2.34375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,26,85,No,-4.84375,-7.609375,-2.765625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,34,89,No,-4.1875,-7.3125,-3.125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,87,82,Yes,4.265625,2.03125,-2.234375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,9,77,No,-4.90625,-7.71875,-2.8125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,81,21,Yes,4.21875,2.125,-2.09375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,68,93,No,-5.5625,-8.25,-2.6875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,31,20,Yes,4.890625,2.796875,-2.09375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,59,48,Yes,4.71875,2.578125,-2.140625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,34,81,No,-4.921875,-7.8125,-2.890625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,88,71,Yes,4.21875,1.9541015625,-2.2646484375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,28,87,No,-4.359375,-7.203125,-2.84375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,41,98,No,-4.953125,-7.71875,-2.765625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,99,7,Yes,4.296875,1.03125,-3.265625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,29,4,Yes,4.46875,0.875,-3.59375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,40,51,No,-3.65625,-7.171875,-3.515625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,34,8,Yes,4.921875,2.375,-2.546875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,27,72,No,-3.234375,-6.46875,-3.234375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,91,40,Yes,3.59375,0.92138671875,-2.67236328125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,27,83,No,-3.375,-6.796875,-3.421875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,63,50,Yes,4.546875,2.203125,-2.34375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,82,58,Yes,4.328125,2.21875,-2.109375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,18,33,No,-5.296875,-8.09375,-2.796875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,17,31,No,-4.125,-7.234375,-3.109375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,95,71,Yes,4.109375,1.953125,-2.15625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,68,33,Yes,4.609375,2.421875,-2.1875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,95,74,Yes,4.078125,1.7978515625,-2.2802734375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,54,74,No,-5.453125,-8.1875,-2.734375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,51,46,Yes,4.28125,2.078125,-2.203125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,28,17,Yes,4.703125,2.359375,-2.34375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,65,63,Yes,4.421875,2.296875,-2.125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,11,96,No,-6.15625,-8.734375,-2.578125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,6,14,No,-5.703125,-8.515625,-2.8125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,19,80,No,-5.203125,-7.9375,-2.734375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,20,87,No,-4.875,-7.578125,-2.703125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,54,76,No,-5.390625,-8.125,-2.734375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,8,49,No,-5.53125,-7.859375,-2.328125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,48,76,No,-4.5,-7.609375,-3.109375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,59,67,No,-5.59375,-8.671875,-3.078125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,32,70,No,-4.5625,-7.765625,-3.203125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,1,87,No,-5.796875,-7.890625,-2.09375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,92,14,Yes,4.484375,2.1875,-2.296875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,87,68,Yes,4.21875,2.15625,-2.0625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,96,34,Yes,4.4375,2.203125,-2.234375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,98,82,Yes,4.3125,2.265625,-2.046875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,43,14,Yes,4.78125,2.6875,-2.09375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,37,55,No,-4.8125,-7.8125,-3.0,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,20,58,No,-3.4375,-6.84375,-3.40625,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,0,92,No,-6.703125,-8.234375,-1.53125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,92,33,Yes,4.53125,2.1875,-2.34375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,64,97,No,-4.8125,-7.6875,-2.875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,22,64,No,-5.765625,-8.4375,-2.671875,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,13,80,No,-5.15625,-7.96875,-2.8125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,38,81,No,-4.71875,-7.46875,-2.75,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,64,77,No,-4.921875,-7.90625,-2.984375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,25,19,Yes,4.6875,2.328125,-2.359375,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,47,97,No,-5.0,-7.78125,-2.78125,0
Qwen/Qwen3-4B,23,0,10.0,minus,clean,20,69,No,-4.578125,-7.828125,-3.25,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,81,14,Yes,4.5,5.484375,0.984375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,3,94,No,-6.71875,-2.625,4.09375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,35,31,Yes,4.421875,5.453125,1.03125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,28,17,Yes,4.703125,5.828125,1.125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,94,13,Yes,4.625,5.609375,0.984375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,86,94,No,-6.109375,-2.0625,4.046875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,69,11,Yes,4.515625,5.546875,1.03125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,75,54,Yes,4.140625,5.234375,1.09375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,4,3,Yes,5.125,6.109375,0.984375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,11,27,No,-4.9375,-1.0625,3.875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,29,64,No,-5.21875,-1.03125,4.1875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,77,3,Yes,4.140625,5.359375,1.21875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,71,25,Yes,4.375,5.296875,0.921875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,91,83,Yes,4.03125,5.078125,1.046875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,89,69,Yes,4.3125,5.359375,1.046875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,53,28,Yes,4.671875,5.578125,0.90625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,57,75,No,-5.734375,-1.78125,3.953125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,35,0,Yes,4.734375,6.109375,1.375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,97,20,Yes,4.40625,5.375,0.96875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,89,54,Yes,4.78125,5.71875,0.9375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,43,35,Yes,4.53125,5.59375,1.0625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,19,27,No,-5.15625,-0.93701171875,4.21923828125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,97,43,Yes,4.640625,5.53125,0.890625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,13,11,Yes,4.546875,5.59375,1.046875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,48,12,Yes,4.9375,5.9375,1.0,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,45,44,Yes,4.609375,5.625,1.015625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,77,33,Yes,3.796875,4.984375,1.1875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,5,93,No,-6.1875,-1.96875,4.21875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,58,68,No,-5.65625,-1.40625,4.25,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,15,48,No,-5.21875,-1.4375,3.78125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,10,70,No,-5.4375,-1.59375,3.84375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,37,80,No,-4.96875,-0.90625,4.0625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,79,46,Yes,4.4375,5.46875,1.03125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,73,24,Yes,4.453125,5.40625,0.953125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,90,8,Yes,4.015625,5.1875,1.171875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,5,84,No,-6.3125,-2.234375,4.078125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,29,98,No,-5.296875,-1.59375,3.703125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,37,10,Yes,5.25,6.21875,0.96875,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,29,12,Yes,5.171875,6.171875,1.0,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,48,35,Yes,4.5625,5.671875,1.109375,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,58,81,No,-5.359375,-1.296875,4.0625,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,46,20,Yes,4.890625,5.890625,1.0,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,47,45,Yes,4.828125,5.859375,1.03125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,26,85,No,-4.84375,-1.015625,3.828125,0
Qwen/Qwen3-4B,23,0,10.0,plus,clean,34,89,No,-4.1875,-0.390625,3.796875,0
