layer,head,target_index,target_token,mean_attention_toward,max_attention_toward,example_id,n_shots,prompt
0,0,2, 77,0.1672482192516327,0.6546444296836853,521,0,Is 7740 > 2273? Answer:
0,0,3,40,0.06926284730434418,0.27544206380844116,521,0,Is 7740 > 2273? Answer:
0,0,5, 2,0.07862332463264465,0.5077900886535645,521,0,Is 7740 > 2273? Answer:
0,0,6,273,0.05622752383351326,0.2885463833808899,521,0,Is 7740 > 2273? Answer:
0,1,2, 77,0.16681769490242004,0.3689560890197754,521,0,Is 7740 > 2273? Answer:
0,1,3,40,0.0779218003153801,0.16597813367843628,521,0,Is 7740 > 2273? Answer:
0,1,5, 2,0.04150242730975151,0.14245641231536865,521,0,Is 7740 > 2273? Answer:
0,1,6,273,0.042445383965969086,0.17146238684654236,521,0,Is 7740 > 2273? Answer:
0,2,2, 77,0.008454681374132633,0.041075289249420166,521,0,Is 7740 > 2273? Answer:
0,2,3,40,0.008815470151603222,0.04544788599014282,521,0,Is 7740 > 2273? Answer:
0,2,5, 2,0.029848769307136536,0.23206326365470886,521,0,Is 7740 > 2273? Answer:
0,2,6,273,0.001086587319150567,0.007340975105762482,521,0,Is 7740 > 2273? Answer:
0,3,2, 77,0.1116156354546547,0.4494662880897522,521,0,Is 7740 > 2273? Answer:
0,3,3,40,0.08593527972698212,0.525913417339325,521,0,Is 7740 > 2273? Answer:
0,3,5, 2,0.061044417321681976,0.386413037776947,521,0,Is 7740 > 2273? Answer:
0,3,6,273,0.01649289019405842,0.061925217509269714,521,0,Is 7740 > 2273? Answer:
0,4,2, 77,0.07635961472988129,0.23544961214065552,521,0,Is 7740 > 2273? Answer:
0,4,3,40,0.07882668823003769,0.3344942033290863,521,0,Is 7740 > 2273? Answer:
0,4,5, 2,0.14002838730812073,0.6725953817367554,521,0,Is 7740 > 2273? Answer:
0,4,6,273,0.017295362427830696,0.09667939692735672,521,0,Is 7740 > 2273? Answer:
0,5,2, 77,0.20862460136413574,0.9160464406013489,521,0,Is 7740 > 2273? Answer:
0,5,3,40,0.027892569079995155,0.18013015389442444,521,0,Is 7740 > 2273? Answer:
0,5,5, 2,0.1023336872458458,0.6448153257369995,521,0,Is 7740 > 2273? Answer:
0,5,6,273,0.0034105218946933746,0.03256022557616234,521,0,Is 7740 > 2273? Answer:
0,6,2, 77,0.18619871139526367,0.7014518976211548,521,0,Is 7740 > 2273? Answer:
0,6,3,40,0.056377112865448,0.27746209502220154,521,0,Is 7740 > 2273? Answer:
0,6,5, 2,0.06270728260278702,0.26416292786598206,521,0,Is 7740 > 2273? Answer:
0,6,6,273,0.012918515130877495,0.11389698088169098,521,0,Is 7740 > 2273? Answer:
0,7,2, 77,0.054553620517253876,0.1610003560781479,521,0,Is 7740 > 2273? Answer:
0,7,3,40,0.09594212472438812,0.43528029322624207,521,0,Is 7740 > 2273? Answer:
0,7,5, 2,0.041917674243450165,0.22025470435619354,521,0,Is 7740 > 2273? Answer:
0,7,6,273,0.022834863513708115,0.08512086421251297,521,0,Is 7740 > 2273? Answer:
0,8,2, 77,0.06434427201747894,0.15845727920532227,521,0,Is 7740 > 2273? Answer:
0,8,3,40,0.06279158592224121,0.2217313051223755,521,0,Is 7740 > 2273? Answer:
0,8,5, 2,0.05341227725148201,0.18208669126033783,521,0,Is 7740 > 2273? Answer:
0,8,6,273,0.01604297384619713,0.0787118673324585,521,0,Is 7740 > 2273? Answer:
0,9,2, 77,0.1034790650010109,0.4927924573421478,521,0,Is 7740 > 2273? Answer:
0,9,3,40,0.0686589926481247,0.3045094907283783,521,0,Is 7740 > 2273? Answer:
0,9,5, 2,0.0726369246840477,0.29846689105033875,521,0,Is 7740 > 2273? Answer:
0,9,6,273,0.03263195604085922,0.151520237326622,521,0,Is 7740 > 2273? Answer:
0,10,2, 77,0.16431817412376404,0.6768330335617065,521,0,Is 7740 > 2273? Answer:
0,10,3,40,0.05534529685974121,0.3212779760360718,521,0,Is 7740 > 2273? Answer:
0,10,5, 2,0.07130925357341766,0.4075799286365509,521,0,Is 7740 > 2273? Answer:
0,10,6,273,0.013432910665869713,0.11952874064445496,521,0,Is 7740 > 2273? Answer:
0,11,2, 77,0.07336391508579254,0.249666228890419,521,0,Is 7740 > 2273? Answer:
0,11,3,40,0.10977213084697723,0.4763454794883728,521,0,Is 7740 > 2273? Answer:
0,11,5, 2,0.06678347289562225,0.2671055495738983,521,0,Is 7740 > 2273? Answer:
0,11,6,273,0.034139521420001984,0.22431887686252594,521,0,Is 7740 > 2273? Answer:
0,12,2, 77,0.10834266990423203,0.30188098549842834,521,0,Is 7740 > 2273? Answer:
0,12,3,40,0.04705281928181648,0.1449102908372879,521,0,Is 7740 > 2273? Answer:
0,12,5, 2,0.0656023845076561,0.2699292004108429,521,0,Is 7740 > 2273? Answer:
0,12,6,273,0.015126672573387623,0.06335607916116714,521,0,Is 7740 > 2273? Answer:
0,13,2, 77,0.18550965189933777,0.7559224963188171,521,0,Is 7740 > 2273? Answer:
0,13,3,40,0.06666190922260284,0.2771665155887604,521,0,Is 7740 > 2273? Answer:
0,13,5, 2,0.1439952403306961,0.611139714717865,521,0,Is 7740 > 2273? Answer:
0,13,6,273,0.022263212129473686,0.14032748341560364,521,0,Is 7740 > 2273? Answer:
0,14,2, 77,0.17399907112121582,0.8387897610664368,521,0,Is 7740 > 2273? Answer:
0,14,3,40,0.04252052679657936,0.2066590040922165,521,0,Is 7740 > 2273? Answer:
0,14,5, 2,0.02434459701180458,0.118243008852005,521,0,Is 7740 > 2273? Answer:
0,14,6,273,0.042696185410022736,0.3879334032535553,521,0,Is 7740 > 2273? Answer:
0,15,2, 77,0.15858100354671478,0.8263949751853943,521,0,Is 7740 > 2273? Answer:
0,15,3,40,0.06280123442411423,0.2600976824760437,521,0,Is 7740 > 2273? Answer:
0,15,5, 2,0.08937987685203552,0.3986431658267975,521,0,Is 7740 > 2273? Answer:
0,15,6,273,0.05570284649729729,0.4909346401691437,521,0,Is 7740 > 2273? Answer:
1,0,2, 77,0.193355992436409,0.5419339537620544,521,0,Is 7740 > 2273? Answer:
1,0,3,40,0.10717301070690155,0.3619697391986847,521,0,Is 7740 > 2273? Answer:
1,0,5, 2,0.061428893357515335,0.24330013990402222,521,0,Is 7740 > 2273? Answer:
1,0,6,273,0.0518154501914978,0.2950184941291809,521,0,Is 7740 > 2273? Answer:
1,1,2, 77,0.08969122916460037,0.30906158685684204,521,0,Is 7740 > 2273? Answer:
1,1,3,40,0.1337004154920578,0.4325750470161438,521,0,Is 7740 > 2273? Answer:
1,1,5, 2,0.08856906741857529,0.42743149399757385,521,0,Is 7740 > 2273? Answer:
1,1,6,273,0.030170518904924393,0.11426927894353867,521,0,Is 7740 > 2273? Answer:
