model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
google/gemma-2-9b-it,25,8,10.0,minus,clean,81,14,Yes,0.7112749814987183,-3.265462875366211,-3.976737856864929,1
google/gemma-2-9b-it,25,8,10.0,minus,clean,3,94,No,-4.517351150512695,-5.2494401931762695,-0.7320890426635742,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,35,31,Yes,6.397676467895508,2.9980695247650146,-3.399606943130493,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,28,17,Yes,6.183417320251465,2.8272342681884766,-3.3561830520629883,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,94,13,Yes,4.535418510437012,-1.1645774841308594,-5.699995994567871,1
google/gemma-2-9b-it,25,8,10.0,minus,clean,86,94,No,-4.408855438232422,-5.199963569641113,-0.7911081314086914,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,69,11,Yes,0.6217136383056641,-3.3903636932373047,-4.012077331542969,1
google/gemma-2-9b-it,25,8,10.0,minus,clean,75,54,Yes,6.066597938537598,2.7332839965820312,-3.3333139419555664,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,4,3,Yes,7.2032060623168945,3.516021728515625,-3.6871843338012695,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,11,27,No,-4.557991027832031,-5.278940200805664,-0.7209491729736328,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,29,64,No,-4.5873870849609375,-5.359882354736328,-0.7724952697753906,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,77,3,Yes,5.248565673828125,0.4526252746582031,-4.795940399169922,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,71,25,Yes,6.164691925048828,3.0765702724456787,-3.0881216526031494,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,91,83,Yes,5.982287406921387,2.765451431274414,-3.2168359756469727,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,89,69,Yes,6.751762390136719,3.866952657699585,-2.884809732437134,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,53,28,Yes,6.923405647277832,4.16185188293457,-2.7615537643432617,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,57,75,No,-4.314363479614258,-5.128321647644043,-0.8139581680297852,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,35,0,Yes,6.341047286987305,2.1009674072265625,-4.240079879760742,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,97,20,Yes,5.891998291015625,2.4213180541992188,-3.4706802368164062,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,89,54,Yes,6.667729377746582,3.4580156803131104,-3.2097136974334717,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,43,35,Yes,6.318181991577148,2.8730812072753906,-3.445100784301758,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,19,27,No,-4.521718978881836,-5.30133056640625,-0.7796115875244141,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,97,43,Yes,6.575064659118652,3.964658737182617,-2.610405921936035,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,13,11,Yes,5.642411231994629,2.0834522247314453,-3.5589590072631836,0
google/gemma-2-9b-it,25,8,10.0,minus,clean,48,12,Yes,5.925948143005371,1.7231864929199219,-4.202761650085449,0
