model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
google/gemma-2-9b-it,40,13,10.0,minus,clean,81,14,Yes,0.734375,0.375,-0.359375,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,3,94,No,-4.53125,-4.65625,-0.125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,35,31,Yes,6.3984375,6.0546875,-0.34375,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,28,17,Yes,6.1875,5.8125,-0.375,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,94,13,Yes,4.546875,4.1640625,-0.3828125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,86,94,No,-4.390625,-4.59375,-0.203125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,69,11,Yes,0.6240234375,0.375,-0.2490234375,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,75,54,Yes,6.0546875,5.6796875,-0.375,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,4,3,Yes,7.1953125,6.87890625,-0.31640625,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,11,27,No,-4.546875,-4.71875,-0.171875,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,29,64,No,-4.578125,-4.78125,-0.203125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,77,3,Yes,5.25,4.9296875,-0.3203125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,71,25,Yes,6.1796875,5.796875,-0.3828125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,91,83,Yes,5.984375,5.5390625,-0.4453125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,89,69,Yes,6.75,6.3671875,-0.3828125,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,53,28,Yes,6.9453125,6.5390625,-0.40625,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,57,75,No,-4.3125,-4.484375,-0.171875,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,35,0,Yes,6.3515625,6.1015625,-0.25,0
google/gemma-2-9b-it,40,13,10.0,minus,clean,97,20,Yes,5.8984375,5.515625,-0.3828125,0
